,Cell_Num,X,Y,ClassName,Prob
1502,1503,14262.235193621867,25344.39208428246,Astrocyte,0.9999999999969766
1488,1489,15191.670028011204,25336.826610644257,Astrocyte,0.9999734756584101
1484,1485,11185.86369593709,25315.489515072084,Astrocyte,0.9992124285989388
1638,1639,4598.157394843962,25433.220488466755,Astrocyte,0.994265780612529
1260,1261,4594.566486486487,25134.392702702702,Astrocyte,0.9999999995898194
1456,1457,16301.48590573013,25314.32393715342,Astrocyte,0.9999999999997238
2127,2128,15273.985507246376,25910.090366581415,Astrocyte,0.9999998488339488
48,49,8734.820291173794,24065.538216560508,Astrocyte,0.9999706997845023
1561,1562,6516.4248777078965,25372.211041229908,Astrocyte,0.9996681943138475
1439,1440,11191.040693293142,25279.03730218538,Astrocyte,0.9998943520442252
1564,1565,13809.6,25369.47204301075,Astrocyte,0.9996954612561783
1429,1430,16426.779792746114,25257.730569948188,Astrocyte,0.9990566005225802
85,86,22875.380112570358,24103.48105065666,Astrocyte,0.9975405619036358
1428,1429,3733.9771210676836,25260.706387035272,Astrocyte,0.9999360689518068
2122,2123,31530.870135190497,25915.120032773455,Astrocyte,0.9991174043688488
1567,1568,34545.839005235604,25377.725785340313,Astrocyte,0.9996771079542665
1468,1469,7968.9187976671155,25309.57065948856,Astrocyte,0.999620099406213
1643,1644,35965.5660418483,25453.476460331298,Astrocyte,0.9999999999115969
110,111,16966.467217630852,24121.481542699723,Astrocyte,0.9994336832719762
1644,1645,9050.067817509247,25435.429099876696,Astrocyte,0.6666610757958277
1689,1690,18806.065362035224,25490.103326810175,Astrocyte,0.5191528627196501
128,129,9501.204603580563,24125.98976982097,Astrocyte,0.9956397469944429
130,131,16998.762726488352,24129.714408973254,Astrocyte,0.9860416785606854
2107,2108,33365.231379310346,25907.115862068964,Astrocyte,0.99999954083097
1269,1270,9067.352036199096,25139.647058823528,Astrocyte,0.9997370979802356
1682,1683,10851.363275282616,25483.55392606172,Astrocyte,0.9970928455074449
1692,1693,31678.901029628072,25499.80016810254,Astrocyte,0.9999999999931237
1279,1280,7580.042274052478,25144.06778425656,Astrocyte,0.999925580321484
142,143,19474.448190381754,24140.30391670798,Astrocyte,0.9938530236601193
1302,1303,27749.106837606836,25166.203703703704,Astrocyte,0.9982675855247775
1283,1284,4540.359154929577,25144.075899843505,Astrocyte,0.9981960172312769
1730,1731,21698.94467728416,25524.481139983236,Astrocyte,0.685494963789417
1341,1342,14590.361636433809,25207.12157468159,Astrocyte,0.982774585045131
1672,1673,27339.91459694989,25473.691503267975,Astrocyte,0.9999999993117763
2175,2176,16847.818586258032,25980.4280771132,Astrocyte,0.8447037656495083
1809,1810,7565.998552821997,25621.32018813314,Astrocyte,0.9999992757533634
1675,1676,3190.2032266458496,25482.53890189956,Astrocyte,0.9999999992611721
1713,1714,21974.226210350585,25501.257929883137,Astrocyte,0.9625642188285962
1647,1648,27591.50738916256,25446.628078817736,Astrocyte,0.9999998395429974
1710,1711,4170.742155009451,25511.38336483932,Astrocyte,0.9999990385917409
1649,1650,6862.445608380339,25439.64141821112,Astrocyte,0.9999572280069553
1732,1733,18362.56660412758,25528.69512195122,Astrocyte,0.9999408088144423
1825,1826,28618.660757453665,25648.225355895782,Astrocyte,0.9999950428670271
1336,1337,9696.165596919127,25193.093709884466,Astrocyte,0.9999738968245446
1323,1324,9740.737373737375,25171.671717171717,Astrocyte,0.956268049673125
1261,1262,6754.649100257069,25122.113110539845,Astrocyte,0.9968467335989383
1262,1263,20945.253419147226,25125.47948511665,Astrocyte,0.9974382234633611
728,729,20809.97100943067,24677.238560950052,Endothelial,0.42672769329615845
1568,1569,8818.281320330083,25374.266316579145,Endothelial,0.9809917922033002
428,429,26318.489762489764,24395.497133497134,Endothelial,0.9613679322170146
1572,1573,12940.972627737227,25378.9151459854,Endothelial,0.9999999983882342
1729,1730,26796.521167883213,25512.82408759124,Endothelial,0.9501790374887937
474,475,30993.582661290322,24419.266129032258,Endothelial,0.979146287741294
472,473,11143.712392829306,24438.71940763835,Endothelial,0.8704705787519414
684,685,26502.29025974026,24641.335714285713,Endothelial,0.9888581362351623
1677,1678,21635.30769230769,25468.358974358973,Endothelial,0.9940344213834716
470,471,30974.61434108527,24423.17635658915,Endothelial,0.9656675591329357
671,672,10769.264084507042,24629.704225352114,Endothelial,0.9663101386277867
1700,1701,21650.557477110884,25489.37436419125,Endothelial,0.9853001098154999
691,692,8240.757020057306,24644.17363896848,Endothelial,0.9936468746295347
466,467,33370.00902151284,24437.746009715476,Endothelial,0.5868871996763627
2031,2032,10770.94579548784,25838.803691766774,Endothelial,0.9018990207308275
431,432,5189.807639461391,24415.878263259136,Endothelial,0.9775009343804089
2025,2026,21979.72884210526,25822.160842105262,Endothelial,0.9958076198442463
1960,1961,32321.704927211646,25762.78051511758,Endothelial,0.9916363435482067
702,703,6541.094445693726,24662.312345401395,Endothelial,0.970319213998782
703,704,30385.576123731273,24651.21314644756,Endothelial,0.9987606087817051
665,666,19978.12212183037,24643.981346546196,Endothelial,0.4917240478080593
708,709,21758.884523809524,24651.126785714285,Endothelial,0.9998451716038647
713,714,22217.089717046238,24653.451345755693,Endothelial,0.9856708771251749
1554,1555,9378.049101412067,25371.15436456996,Endothelial,0.9745325690280566
1752,1753,22137.717382413088,25557.553374233128,Endothelial,0.9480990753291781
1551,1552,14559.905097389143,25363.78947368421,Endothelial,0.9968930243913264
724,725,27418.46997060059,24669.87232255355,Endothelial,0.6306770892712358
1751,1752,7102.141202959151,25559.8208427147,Endothelial,0.45663655318365026
651,652,8890.057669203044,24610.990388466158,Endothelial,0.9998027221968604
1973,1974,28151.36670547148,25767.61641443539,Endothelial,0.9994743075930934
1598,1599,29429.629056047197,25405.254793510325,Endothelial,0.8702212727944304
1601,1602,19001.757369614512,25411.397203325774,Endothelial,0.8237955654276468
627,628,10737.175257731958,24578.283776451437,Endothelial,0.9997263028799072
534,535,4993.42487562189,24497.776451077945,Endothelial,0.9998139147087567
1664,1665,21585.607931316434,25464.78004905969,Endothelial,0.9966243710126897
613,614,1976.4187817258883,24567.73159898477,Endothelial,0.9965680779314404
1608,1609,20576.370478983383,25416.17008797654,Endothelial,0.9930765935858828
605,606,19886.410444540354,24563.384980578336,Endothelial,0.9916655572626693
2007,2008,18165.629657794678,25797.33688212928,Endothelial,0.9783803384192058
1731,1732,11766.122158381215,25535.092680489633,Endothelial,0.7482951668119984
1630,1631,22842.990559186637,25424.49310094408,Endothelial,0.854864785634886
597,598,14970.84106319501,24569.037700027122,Endothelial,0.9916893708989267
1737,1738,19191.986075949368,25531.96487341772,Endothelial,0.8431104070373497
563,564,1879.2043209876542,24538.883950617284,Endothelial,0.9994958534332853
589,590,26749.096153846152,24546.785343035343,Endothelial,0.8633331833870593
588,589,7149.22993062438,24541.710604558968,Endothelial,0.9780405765269218
1637,1638,29163.859126984127,25436.83253968254,Endothelial,0.9681990789117828
1645,1646,14546.880082701586,25438.084079944867,Endothelial,0.6764346740214805
602,603,18053.516897081412,24558.41935483871,Endothelial,0.844328149560185
491,492,9124.454213568604,24455.096440523273,Endothelial,0.9198559042629498
630,631,3082.4205393000575,24594.38382099828,Endothelial,0.9578627463922772
1585,1586,14738.670628183361,25379.88455008489,Endothelial,0.6292485943451421
660,661,10724.115560238848,24617.604847207585,Endothelial,0.8938840576736878
658,659,6941.654372729813,24626.46968426935,Endothelial,0.9986444141664313
494,495,12649.517614230903,24458.36902685734,Endothelial,0.9991983281702282
650,651,8308.705071393402,24600.268340718856,Endothelial,0.9347969700672296
497,498,4408.042358078603,24464.976419213974,Endothelial,0.9999922139422653
1669,1670,21697.315292811545,25474.356092145434,Endothelial,0.9970318169153649
1573,1574,16972.525773195877,25378.28797250859,Endothelial,0.9999999999788625
1576,1577,24898.712140992167,25388.359660574413,Endothelial,0.9745377249499549
2008,2009,11103.625867386276,25808.031225905936,Endothelial,0.994334838962654
512,513,12065.987654320988,24470.345679012345,Endothelial,0.9942498864481806
518,519,20916.649450549452,24474.407142857144,Endothelial,0.9999847324143399
2011,2012,32336.326530612245,25799.187384044526,Endothelial,0.9997770693627753
643,644,4074.1239282930633,24601.658222915044,Endothelial,0.9373358947448601
642,643,10783.741953385128,24590.507769145395,Endothelial,0.8700617285378243
641,642,22180.607784431137,24594.81736526946,Endothelial,0.9194543010496968
528,529,11496.966884328358,24485.03917910448,Endothelial,0.9716551436523295
1584,1585,12969.610932475884,25387.39389067524,Endothelial,0.9999710793867598
633,634,14400.463222416813,24601.835595446584,Endothelial,0.9965899743120816
646,647,21803.476127320955,24595.322281167108,Endothelial,0.343131146270133
1759,1760,21758.755501813786,25577.327206771464,Endothelial,0.999652408945147
1257,1258,22868.938178780285,25124.365914786966,Endothelial,0.9945548428868662
747,748,14266.797879858657,24681.783745583038,Endothelial,0.9817049384373125
1314,1315,10061.305364511692,25168.11416781293,Endothelial,0.8306021750137886
1136,1137,18534.72172497966,25035.6769731489,Endothelial,0.9966244109974773
1315,1316,31822.68089430894,25169.716463414636,Endothelial,0.6946000266944412
1115,1116,26372.964200477327,25030.44289123764,Endothelial,0.4388374791678889
1114,1115,18859.105773282765,25021.73156342183,Endothelial,0.9922580032063331
1334,1335,3732.739339752407,25190.696698762036,Endothelial,0.9940201025717691
1335,1336,6673.996215704825,25203.050457269,Endothelial,0.9814128396100252
1106,1107,31632.905725853096,25016.0,Endothelial,0.5256546749574984
1871,1872,22114.97142857143,25665.38487394958,Endothelial,0.674945833198559
1086,1087,18777.804057661506,25007.110517885743,Endothelial,0.9469874574077579
1813,1814,25682.221017514596,25611.229357798165,Endothelial,0.9983240604976088
1340,1341,11201.167640613587,25199.37253469686,Endothelial,0.7093515972390135
1343,1344,27570.427960057063,25203.96100808369,Endothelial,0.4245636921901119
1070,1071,11449.091971544716,24985.677845528455,Endothelial,0.7860496827268049
1345,1346,18537.596509240248,25202.101642710473,Endothelial,0.9964450788074518
1060,1061,31672.097724230254,24982.395805443997,Endothelial,0.8373672706089911
1350,1351,9357.741154562384,25196.672253258846,Endothelial,0.9455577350395337
1056,1057,18807.344078947368,24981.063157894736,Endothelial,0.9997373768729441
1055,1056,12573.827925531916,24990.37925531915,Endothelial,0.9444613634113518
1053,1054,18941.137367491167,24982.833480565372,Endothelial,0.9887583423352235
1050,1051,18569.15234613041,24976.217550274225,Endothelial,0.9999999982829373
1045,1046,18595.54288702929,24969.850418410042,Endothelial,0.9999960879795537
1875,1876,6506.8487293263415,25691.761597418314,Endothelial,0.9999990385022247
1306,1307,8289.024749306593,25191.288030723277,Endothelial,0.9969004105689017
1298,1299,33429.21766848816,25163.98451730419,Endothelial,0.9987930546830244
1171,1172,8669.996670828132,25074.22929671244,Endothelial,0.9396683044077261
1251,1252,25942.87042995028,25134.200058496637,Endothelial,0.9992522073176566
1264,1265,16879.113198220464,25131.963914977754,Endothelial,0.9304410973980466
1238,1239,14651.40204148831,25113.721435627263,Endothelial,0.5261096037107335
1232,1233,27318.134672179563,25102.985233313644,Endothelial,0.9973424488387665
1230,1231,11762.13677130045,25093.514573991033,Endothelial,0.9640681297629368
1228,1229,18537.80166270784,25103.853919239904,Endothelial,0.8166194010651596
1225,1226,26890.8064516129,25100.175627240144,Endothelial,0.9978399752470336
1222,1223,17944.665088757396,25105.394082840237,Endothelial,0.7339762198237432
1835,1836,27395.312461252324,25643.37507749535,Endothelial,0.9871129522666671
1270,1271,23953.82679738562,25141.613970588234,Endothelial,0.871942025987693
1280,1281,14623.874635568513,25147.492128279882,Endothelial,0.9827047995900419
1213,1214,8950.652982184352,25090.82571649884,Endothelial,0.9918624628387779
1210,1211,11563.256944444445,25096.365575396827,Endothelial,0.9556842245933148
1206,1207,18777.388090349075,25088.669917864478,Endothelial,0.9991513830061312
1200,1201,18570.193258426967,25089.46786516854,Endothelial,0.9994944494956128
1198,1199,18524.013352073085,25079.792691496838,Endothelial,0.950564060569783
1197,1198,27025.223021582733,25078.419228253762,Endothelial,0.9991281084453906
1820,1821,20011.010113780027,25622.43489254109,Endothelial,0.9807926549196859
1817,1818,32947.48355263158,25621.771381578947,Endothelial,0.9976607986458197
1191,1192,18822.350601295097,25079.306660499537,Endothelial,0.9999184127468826
1190,1191,18330.147762345678,25075.463348765432,Endothelial,0.99824624572575
1293,1294,5075.436902966315,25163.734539969835,Endothelial,0.9960581613413144
1295,1296,10960.992023928215,25150.939182452643,Endothelial,0.9188839668264454
1037,1038,18021.85948565039,24969.11256056653,Endothelial,0.999830040981262
1886,1887,12481.903903903903,25693.006606606607,Endothelial,0.9477805314413001
1356,1357,11153.002057613168,25208.829218106996,Endothelial,0.9975279172452118
1017,1018,32565.176112412177,24946.773770491804,Endothelial,0.9909494529583797
1421,1422,21967.686104218363,25259.674317617864,Endothelial,0.894208896767887
1423,1424,7325.401250651381,25277.451016154246,Endothelial,0.9999679949642784
890,891,19257.85004730369,24829.723273415326,Endothelial,0.5674748051826107
1424,1425,10319.471847217648,25270.220283174185,Endothelial,0.9771854859069181
875,876,10515.698365031698,24827.592926259593,Endothelial,0.999969236966308
1435,1436,7446.019077901431,25269.98012718601,Endothelial,0.9824391794598594
1784,1785,5486.739858906526,25590.202821869487,Endothelial,0.9932248234458668
861,862,32982.933425797506,24799.28848821082,Endothelial,0.4678243214893605
1451,1452,16870.146186440677,25296.26747881356,Endothelial,0.9998872730268804
1774,1775,9360.307576328685,25581.428948360346,Endothelial,0.9727179914675351
1476,1477,28086.29904513889,25321.8203125,Endothelial,0.5403613407076872
1478,1479,16930.58047808765,25322.549003984062,Endothelial,0.9999998965698811
1481,1482,26527.311190597855,25323.72100153296,Endothelial,0.7700130567130654
1497,1498,18108.70945945946,25326.242277992278,Endothelial,0.8394062409211761
1499,1500,11462.033504458255,25343.87111591462,Endothelial,0.9999999991002295
810,811,28196.46857717446,24755.93665158371,Endothelial,0.9762389541239017
795,796,24947.042097752408,24745.4266856939,Endothelial,0.902658393836007
