,Cell_Num,X,Y,ClassName,Prob
900,901,17428.079254079254,24842.610722610723,Astrocyte,0.999997732333519
1914,1915,20541.92414947016,25715.194645844953,Astrocyte,0.8616076380051793
1919,1920,28433.9052532833,25720.965290806755,Astrocyte,0.9999897988966958
1376,1377,3098.295731707317,25229.59756097561,Astrocyte,0.9999997544995024
1428,1429,3733.9771210676836,25260.706387035272,Astrocyte,0.9962703539592067
1377,1378,5346.829931972789,25213.86054421769,Astrocyte,0.6023503116204395
1928,1929,28307.226948152747,25737.261099037565,Astrocyte,0.7840974295178715
503,504,5928.047972304649,24467.200791295745,Astrocyte,0.9995652409108997
1930,1931,10478.342402123424,25730.419376244194,Astrocyte,0.9999956672600654
229,230,13492.633648943918,24250.72505462491,Astrocyte,0.9998029421890716
493,494,27228.705492888672,24466.767533104463,Astrocyte,0.9999999999983273
487,488,11255.134092346616,24459.534155597725,Astrocyte,0.9999999864774767
213,214,13441.373741441805,24229.087797019733,Astrocyte,0.9890795476765277
1745,1746,4192.125675675676,25546.37162162162,Astrocyte,0.9992128705043649
298,299,26198.638832116787,24310.88408759124,Astrocyte,0.9999993449061587
48,49,8734.820291173794,24065.538216560508,Astrocyte,0.8390319193056455
1643,1644,35965.5660418483,25453.476460331298,Astrocyte,0.9999998268176065
1614,1615,34387.112684543536,25422.69990961133,Astrocyte,0.8997045320770898
1638,1639,4598.157394843962,25433.220488466755,Astrocyte,0.8937592396769292
1143,1144,24889.887572533848,25055.102756286266,Astrocyte,0.9999999574950005
1147,1148,7546.7832042882665,25054.19148302561,Astrocyte,0.9999028958690255
1634,1635,3390.7362082362083,25437.894716394716,Astrocyte,0.9989618308950544
1279,1280,7580.042274052478,25144.06778425656,Astrocyte,0.9889964962570879
1710,1711,4170.742155009451,25511.38336483932,Astrocyte,0.9999971279721722
982,983,9785.408612440191,24912.10813397129,Astrocyte,0.9960042848970032
1245,1246,23878.881462505822,25123.838146250582,Astrocyte,0.33567252130410347
987,988,4387.1283394447355,24918.364064955473,Astrocyte,0.9934305023051555
1162,1163,4278.464968152866,25053.406935598017,Astrocyte,0.739364013266648
1484,1485,11185.86369593709,25315.489515072084,Astrocyte,0.98274464585971
1682,1683,10851.363275282616,25483.55392606172,Astrocyte,0.9058433939599193
2127,2128,15273.985507246376,25910.090366581415,Astrocyte,0.9650005743301697
995,996,24268.90737833595,24931.10596546311,Astrocyte,0.9999999992597757
1113,1114,14448.335554684438,25025.2285378283,Astrocyte,0.9999990188734764
1167,1168,9110.514638732206,25072.888530754768,Astrocyte,0.9999996359532699
1589,1590,3028.5978689818467,25395.64009471192,Astrocyte,0.9991193491122033
1180,1181,8506.721921921922,25069.115915915914,Astrocyte,0.9999989724176815
1018,1019,32846.83043105909,24964.755067085356,Astrocyte,0.9569487894738485
1692,1693,31678.901029628072,25499.80016810254,Astrocyte,0.9999999997620412
1623,1624,8453.65662837628,25427.906861223222,Astrocyte,0.9999984957114665
1283,1284,4540.359154929577,25144.075899843505,Astrocyte,0.9965181853231455
1675,1676,3190.2032266458496,25482.53890189956,Astrocyte,0.9999990406520942
62,63,33197.14791427478,24093.03214695752,Astrocyte,0.9924883771116123
85,86,22875.380112570358,24103.48105065666,Astrocyte,0.9911712037440287
1260,1261,4594.566486486487,25134.392702702702,Astrocyte,0.9999997261066229
1220,1221,28171.746829268293,25100.43024390244,Astrocyte,0.752657937737654
95,96,20347.67343541944,24117.77862849534,Astrocyte,0.728537112237943
1583,1584,34518.90331974374,25397.174140943505,Astrocyte,0.9986404420006461
1488,1489,15191.670028011204,25336.826610644257,Astrocyte,0.999996767320033
1120,1121,11365.042799305957,25041.72990167727,Astrocyte,0.9999999291909781
1502,1503,14262.235193621867,25344.39208428246,Astrocyte,0.9999999999985509
935,936,6186.303367806948,24865.561654733494,Astrocyte,0.9999998441242609
1647,1648,27591.50738916256,25446.628078817736,Astrocyte,0.5715481679844239
1732,1733,18362.56660412758,25528.69512195122,Astrocyte,0.9999992437634965
929,930,8181.150579150579,24848.779922779922,Astrocyte,0.724743705935211
1672,1673,27339.91459694989,25473.691503267975,Astrocyte,0.9998394600320754
1503,1504,24465.37292358804,25329.13122923588,Astrocyte,0.9684110523427532
1109,1110,7464.331611570248,25024.54054752066,Astrocyte,0.9999977755397722
1285,1286,17214.772277227723,25143.391539153916,Astrocyte,0.9983060388535764
2120,2121,11550.142599277979,25913.59476534296,Astrocyte,0.9984921460197655
1068,1069,30366.44738873167,24998.334962696168,Astrocyte,0.9586105639029224
446,447,10975.248745363298,24423.63059131573,Endothelial,0.8362993662218995
1118,1119,7638.338556002541,25039.75587550286,Endothelial,0.7899039925398285
1921,1922,10700.45704467354,25729.646692439863,Endothelial,0.6018055508226784
1171,1172,8669.996670828132,25074.22929671244,Endothelial,0.6587485475900442
528,529,11496.966884328358,24485.03917910448,Endothelial,0.4564429773356944
1551,1552,14559.905097389143,25363.78947368421,Endothelial,0.7388354475744868
444,445,12180.67541910725,24426.763684104222,Endothelial,0.9884020913863749
521,522,10774.065141720537,24497.32197911487,Endothelial,0.9012640609887546
1384,1385,20234.883720930233,25233.980829666878,Endothelial,0.7733680805810499
507,508,10867.447335291648,24488.261225346203,Endothelial,0.41813092443717786
1630,1631,22842.990559186637,25424.49310094408,Endothelial,0.8758261332326823
513,514,6025.956690368455,24486.47382029735,Endothelial,0.614570885798446
1944,1945,7757.01964367291,25744.986751941527,Endothelial,0.967654308528709
474,475,30993.582661290322,24419.266129032258,Endothelial,0.49133993488414146
490,491,33214.18188622755,24459.25,Endothelial,0.9962957326466899
1927,1928,20215.359238995276,25751.059064909226,Endothelial,0.9467091282659615
443,444,11513.393989523021,24424.076095947064,Endothelial,0.9752417550843193
497,498,4408.042358078603,24464.976419213974,Endothelial,0.5753522577789946
1251,1252,25942.87042995028,25134.200058496637,Endothelial,0.5217195579995136
1136,1137,18534.72172497966,25035.6769731489,Endothelial,0.9702263676117375
1165,1166,33557.141630901286,25061.723712446354,Endothelial,0.4830949709786203
494,495,12649.517614230903,24458.36902685734,Endothelial,0.918970076329966
408,409,19624.740477399697,24392.95835449467,Endothelial,0.5401692984635209
1178,1179,18521.761437908495,25055.323529411766,Endothelial,0.7398430821826789
1404,1405,10267.536529680365,25250.742770167428,Endothelial,0.9934261316785707
357,358,15520.119343065693,24356.02700729927,Endothelial,0.60671875475784
1602,1603,25561.224418604652,25395.196511627906,Endothelial,0.7426308744228227
1213,1214,8950.652982184352,25090.82571649884,Endothelial,0.9969856253202403
350,351,12687.681020733653,24358.82615629984,Endothelial,0.924996301833824
349,350,1937.3008008008007,24355.225225225226,Endothelial,0.5678147232548606
1407,1408,11885.170154933407,25262.177493884206,Endothelial,0.5565414742600083
339,340,29829.51415525114,24351.72283105023,Endothelial,0.9278367093765714
1215,1216,18996.314439140813,25107.900357995226,Endothelial,0.7540102213569947
2000,2001,6687.239842209073,25792.992504930968,Endothelial,0.8241514951588681
1217,1218,4353.910256410257,25103.001788908765,Endothelial,0.5600051838617369
317,318,22318.90322580645,24331.143263757116,Endothelial,0.9591551418178225
316,317,16137.851526965562,24327.506172839505,Endothelial,0.7121812235771522
1230,1231,11762.13677130045,25093.514573991033,Endothelial,0.7962974012844093
309,310,17773.152324959916,24320.615179048636,Endothelial,0.9543053713418611
306,307,17929.394101035457,24330.092249764668,Endothelial,0.9360329217067119
2006,2007,17133.65166854143,25800.398200224972,Endothelial,0.7362537823625509
1200,1201,18570.193258426967,25089.46786516854,Endothelial,0.9755978899487414
364,365,25272.97505773672,24371.444110854503,Endothelial,0.8250589529888283
375,376,10742.42641509434,24373.772012578618,Endothelial,0.8807964072110854
1403,1404,8172.229390681004,25258.690322580645,Endothelial,0.860708666403165
434,435,30953.732935719017,24402.365142478462,Endothelial,0.9422027037401259
431,432,5189.807639461391,24415.878263259136,Endothelial,0.8483365429968762
1393,1394,16898.26940874036,25245.590488431877,Endothelial,0.999868144578488
413,414,1821.6903996325218,24400.119889756545,Endothelial,0.8928519114392196
410,411,18647.987717502558,24395.979017400205,Endothelial,0.8499962300923315
1620,1621,16204.26075619296,25420.093872229467,Endothelial,0.9932223788450364
403,404,10220.544233807266,24389.308846761454,Endothelial,0.9927215761468227
1617,1618,14644.053002223869,25419.311712379542,Endothelial,0.5302178516553934
442,443,7045.028413028413,24415.739085239085,Endothelial,0.7164728111330169
402,403,6477.174221921516,24398.374154262518,Endothelial,0.9932496521441068
1190,1191,18330.147762345678,25075.463348765432,Endothelial,0.9848566697009216
1977,1978,10631.277867528272,25777.48465266559,Endothelial,0.25134556436776373
388,389,5055.821367521367,24369.12051282051,Endothelial,0.7524525131097943
386,387,18569.294763513513,24368.609797297297,Endothelial,0.5859181416306276
1191,1192,18822.350601295097,25079.306660499537,Endothelial,0.9139546824033725
381,382,15560.106866537717,24377.207446808512,Endothelial,0.6223841423663186
1197,1198,27025.223021582733,25078.419228253762,Endothelial,0.9946041155425153
377,378,21161.107962872495,24368.090376160235,Endothelial,0.6067695781802583
401,402,3752.8701517706577,24380.465430016862,Endothelial,0.4973092887288316
534,535,4993.42487562189,24497.776451077945,Endothelial,0.7438335729101679
921,922,5370.567257060795,24855.55959789373,Endothelial,0.9393476781865427
1649,1650,6862.445608380339,25439.64141821112,Endothelial,0.7688312503087388
1784,1785,5486.739858906526,25590.202821869487,Endothelial,0.956509245025756
810,811,28196.46857717446,24755.93665158371,Endothelial,0.5653090935000533
805,806,4579.183657786885,24761.87013319672,Endothelial,0.5441861729769277
965,966,11112.81912618393,24907.196761380997,Endothelial,0.7738429657320178
1793,1794,10619.158530183728,25612.132283464565,Endothelial,0.987780027407521
1794,1795,18162.125083167,25618.848037258816,Endothelial,0.6496814470834693
975,976,7969.2307692307695,24907.029431438128,Endothelial,0.9061936870455183
1713,1714,21974.226210350585,25501.257929883137,Endothelial,0.9912262991103437
772,773,12852.103938024531,24707.533892834086,Endothelial,0.9514478895478367
1708,1709,23491.52634920635,25497.25650793651,Endothelial,0.4256488434876905
1815,1816,23735.631879914225,25621.64260185847,Endothelial,0.4661919638962068
2008,2009,11103.625867386276,25808.031225905936,Endothelial,0.9219822655092292
991,992,15244.593128390597,24935.412038233015,Endothelial,0.9073036250170077
713,714,22217.089717046238,24653.451345755693,Endothelial,0.9695910662982071
701,702,5748.360798197618,24654.33183134857,Endothelial,0.839846301677012
1334,1335,3732.739339752407,25190.696698762036,Endothelial,0.7988644940387827
1835,1836,27395.312461252324,25643.37507749535,Endothelial,0.5488356975960319
1783,1784,22125.795844986016,25603.72672792649,Endothelial,0.5514260224406979
963,964,7698.382868937048,24904.311145510837,Endothelial,0.9600872252556866
1281,1282,17426.60459770115,25148.52459770115,Endothelial,0.625850704454282
1720,1721,28429.782055938977,25514.443879404287,Endothelial,0.5103857806534445
925,926,9610.556686046511,24844.002906976744,Endothelial,0.5404809703702529
1749,1750,5336.038207200588,25547.541513592947,Endothelial,0.40395676078494025
902,903,16932.572093023256,24833.878139534885,Endothelial,0.5863028984622001
1735,1736,10904.999657416924,25532.572456320657,Endothelial,0.5634476728911432
1298,1299,33429.21766848816,25163.98451730419,Endothelial,0.9002859102793638
1731,1732,11766.122158381215,25535.092680489633,Endothelial,0.834068269158368
885,886,24608.4092999489,24821.23811957077,Endothelial,0.4963698446064845
884,885,24575.2,24812.879611650485,Endothelial,0.6485581667335888
997,998,4427.9918973666445,24936.67825793383,Endothelial,0.9994001600542578
882,883,15838.243362831858,24816.831305309734,Endothelial,0.6647763892473376
878,879,19729.114133431354,24831.9277706304,Endothelial,0.6002510126176782
1730,1731,21698.94467728416,25524.481139983236,Endothelial,0.8305561489084796
875,876,10515.698365031698,24827.592926259593,Endothelial,0.9998387869839545
938,939,6926.482059940903,24870.27268889827,Endothelial,0.9920911736908059
943,944,18319.290451686677,24880.21869639794,Endothelial,0.7824241166829355
1759,1760,21758.755501813786,25577.327206771464,Endothelial,0.6290803395292969
1725,1726,21668.201623815967,25515.690798376185,Endothelial,0.8109415783751892
1315,1316,31822.68089430894,25169.716463414636,Endothelial,0.9890908693845806
880,881,33874.80306564479,24820.23592135955,Endothelial,0.9917414549885938
1116,1117,12986.25641025641,25027.95947063689,Endothelial,0.9879256890583217
1337,1338,19487.820437956205,25206.460729927006,Endothelial,0.52563227160829
1004,1005,6402.932102118414,24934.692558392177,Endothelial,0.9397135485817174
1050,1051,18569.15234613041,24976.217550274225,Endothelial,0.9918999103823668
1679,1680,28485.260067114094,25474.043064876958,Endothelial,0.8305085591250748
1053,1054,18941.137367491167,24982.833480565372,Endothelial,0.6131482871596301
1676,1677,5397.442862495316,25485.293742974896,Endothelial,0.6724852775979208
1875,1876,6506.8487293263415,25691.761597418314,Endothelial,0.906692588124122
1356,1357,11153.002057613168,25208.829218106996,Endothelial,0.9795563841009708
602,603,18053.516897081412,24558.41935483871,Endothelial,0.6396227325802769
597,598,14970.84106319501,24569.037700027122,Endothelial,0.986723484653281
1738,1739,3771.3952267303102,25534.250596658712,Endothelial,0.6949031389364078
1071,1072,12209.842378752886,24993.40127020785,Endothelial,0.8913632847624735
1886,1887,12481.903903903903,25693.006606606607,Endothelial,0.6819870338288563
1262,1263,20945.253419147226,25125.47948511665,Endothelial,0.9310450819915845
1364,1365,22826.06470211403,25212.387572069187,Endothelial,0.7580142003718621
1092,1093,20746.378198567043,25002.943705220063,Endothelial,0.6485311617530254
1256,1257,11756.949453551913,25133.54713114754,Endothelial,0.7415721339229718
1105,1106,19025.271729185726,25019.597438243367,Endothelial,0.7998233263716719
1106,1107,31632.905725853096,25016.0,Endothelial,0.8071650800514933
1045,1046,18595.54288702929,24969.850418410042,Endothelial,0.9955837864320906
621,622,14756.331936295055,24574.46521374686,Endothelial,0.6632168306198509
1352,1353,29125.281949934124,25219.52463768116,Endothelial,0.9377953899728557
1866,1867,11572.575250058153,25685.444056757384,Endothelial,0.7703531831851945
1693,1694,7771.62613430127,25474.493647912885,Endothelial,0.865312755307432
675,676,14164.586334256694,24635.809325946444,Endothelial,0.7147144871209924
1017,1018,32565.176112412177,24946.773770491804,Endothelial,0.6148326954962556
665,666,19978.12212183037,24643.981346546196,Endothelial,0.6730827998186495
1269,1270,9067.352036199096,25139.647058823528,Endothelial,0.7745136169838188
660,661,10724.115560238848,24617.604847207585,Endothelial,0.9605184313895784
1023,1024,20222.910107705055,24953.453189726595,Endothelial,0.8154812529006265
658,659,6941.654372729813,24626.46968426935,Endothelial,0.9980368862949017
1339,1340,11708.690476190477,25200.14539007092,Endothelial,0.25102830868101944
1027,1028,8461.075690828995,24969.223468161796,Endothelial,0.6731104694276075
651,652,8890.057669203044,24610.990388466158,Endothelial,0.9632125671046339
1037,1038,18021.85948565039,24969.11256056653,Endothelial,0.6363169479452145
643,644,4074.1239282930633,24601.658222915044,Endothelial,0.9595373566235947
642,643,10783.741953385128,24590.507769145395,Endothelial,0.9955349748795217
639,640,4681.59219858156,24593.89952718676,Endothelial,0.6273283594700163
1863,1864,10955.07631954351,25672.177960057063,Endothelial,0.6331056387942715
633,634,14400.463222416813,24601.835595446584,Endothelial,0.6659485351444813
627,628,10737.175257731958,24578.283776451437,Endothelial,0.9730540026356628
1564,1565,13809.6,25369.47204301075,Endothelial,0.7070158938976054
1817,1818,32947.48355263158,25621.771381578947,Endothelial,0.9761648918861415
1229,1230,11509.891475211609,25107.860036275695,Endothelial,0.7157748461876167
183,184,12140.969394544245,24194.780439121758,Endothelial,0.9938536092539813
2047,2048,15453.314821242624,25849.452967719542,Endothelial,0.4398393482353367
2169,2170,17872.00082644628,25974.22603305785,Endothelial,0.7862727326988257
2031,2032,10770.94579548784,25838.803691766774,Endothelial,0.8661020100742456
114,115,12544.566360052562,24120.48291721419,Endothelial,0.9806080873165257
216,217,26703.274697580644,24228.86693548387,Endothelial,0.997779289298778
2143,2144,12336.251955821444,25952.831569259088,Endothelial,0.8915009258466268
173,174,10653.975942975943,24171.530442530442,Endothelial,0.8983963673737944
2122,2123,31530.870135190497,25915.120032773455,Endothelial,0.9952178767266336
15,16,29090.719019675525,24061.455643769415,Endothelial,0.9601899364579972
2045,2046,10815.19799498747,25841.503759398496,Endothelial,0.8536834140111899
1499,1500,11462.033504458255,25343.87111591462,Endothelial,0.9999504642833873
82,83,4246.875098814229,24092.769169960473,Endothelial,0.9324344286725584
207,208,24155.171881886294,24216.282944028208,Endothelial,0.9672219000863471
98,99,6363.43769470405,24105.768691588786,Endothelial,0.3217103021398102
2059,2060,28140.91898428053,25851.859129383312,Endothelial,0.9144629916043463
175,176,32444.19072615923,24160.80927384077,Endothelial,0.6063838696544221
2161,2162,10323.1,25953.739,Endothelial,0.677546403008704
210,211,13709.186526223393,24241.522053982884,Endothelial,0.8612562500201478
94,95,4208.573553054663,24104.894694533763,Endothelial,0.5283606121714681
2061,2062,22585.635523613964,25860.124914442164,Endothelial,0.9670383755627504
147,148,12481.161512027491,24135.516609392896,Endothelial,0.9710559894359982
1474,1475,7490.743796109993,25327.16465459423,Endothelial,0.937305064376489
2025,2026,21979.72884210526,25822.160842105262,Endothelial,0.985759377748859
276,277,12447.315492957747,24283.769953051644,Endothelial,0.28834184495496235
226,227,27860.12605349945,24242.432026383292,Endothelial,0.9742334815509198
2021,2022,17682.079177602798,25811.558617672792,Endothelial,0.6826230425305043
2152,2153,26275.03029356652,25957.02029981262,Endothelial,0.9959862972774592
225,226,6946.076378195257,24239.31228826609,Endothelial,0.9834305340760903
281,282,24952.978574867597,24301.296822339915,Endothelial,0.8431978981269462
2090,2091,24503.22344827586,25889.921655172413,Endothelial,0.5791628427648597
1525,1526,26938.214805825242,25347.964199029127,Endothelial,0.7897568005182127
104,105,1647.3619556285948,24117.64831552999,Endothelial,0.9990959028654278
292,293,1794.2959719789842,24302.30122591944,Endothelial,0.999498855399748
234,235,1786.1801470588234,24249.519607843136,Endothelial,0.9941994472176623
2043,2044,20408.1845270149,25852.315562735595,Endothelial,0.9668317799040934
232,233,17356.596120689654,24245.64870689655,Endothelial,0.9985452689057702
152,153,17788.406086044073,24150.857817418677,Endothelial,0.5100834743370266
2011,2012,32336.326530612245,25799.187384044526,Endothelial,0.5378207563033992
294,295,14344.979231568017,24290.35306334372,Endothelial,0.8612735080192621
2175,2176,16847.818586258032,25980.4280771132,Endothelial,0.9843238769051913
2131,2132,11627.767466478475,25924.35285815102,Endothelial,0.9716942202598476
200,201,18887.7691015953,24207.34256926952,Endothelial,0.4908936760173182
2126,2127,6357.508024691358,25913.333950617285,Endothelial,0.8852814932427606
166,167,12206.27849264706,24148.792279411766,Endothelial,0.41061245524749573
1451,1452,16870.146186440677,25296.26747881356,Endothelial,0.9997509275172846
1498,1499,18417.08093994778,25329.137510879023,Endothelial,0.7892001963421087
1423,1424,7325.401250651381,25277.451016154246,Endothelial,0.7128215782935966
51,52,5031.027105517909,24068.907066795742,Endothelial,0.5849882504549551
235,236,23723.788707280833,24258.064784546805,Endothelial,0.7830179944490343
2180,2181,9204.20288248337,25984.749445676276,Endothelial,0.5807346973745947
2103,2104,4895.675980392157,25910.151960784315,Endothelial,0.999577058288357
214,215,16994.399452804377,24222.75512995896,Endothelial,0.8907097070613468
60,61,29022.000960307298,24082.913892445584,Endothelial,0.6872416331513473
1975,1976,2975.6038178164767,25775.591426657735,LAMP5/PAX6/Other,0.4832160499507511
1819,1820,11344.578396322779,25637.45122574055,LAMP5/PAX6/Other,0.7086237206794394
1763,1764,8227.472416472416,25585.68660968661,Layer 2/3,0.8283936968446479
625,626,7352.736240310078,24595.590310077518,Layer 2/3,0.2822151503020277
268,269,4226.042814418385,24303.88052888399,Layer 2/3,0.44886608159167196
254,255,5423.05375782881,24284.948155880305,Layer 2/3,0.8285387669754615
1578,1579,3775.122103566391,25400.96091073947,Layer 2/3,0.9342177427001342
1275,1276,5471.155720338983,25167.38440148305,Layer 2/3,0.3192665439082101
1873,1874,3685.3636087945415,25702.510689916602,Layer 2/3,0.9315133678427956
438,439,5905.155115511551,24421.480308030805,Layer 2/3,0.6985457362784367
819,820,4030.984855233853,24767.918485523387,Layer 2/3,0.749101229191454
1278,1279,4490.332384631022,25160.324659483635,Layer 2/3,0.9712772357149081
872,873,3846.812962962963,24810.4375,Layer 2/3,0.1799157038311561
811,812,5896.941366673852,24779.63914636775,Layer 2/3,0.9272538873799662
1469,1470,16064.112173358828,25326.612704482686,Layer 2/3,0.4674456006483286
1254,1255,4281.96743486974,25138.530811623248,Layer 2/3,0.3408595157623896
370,371,4053.3461730865433,24379.21344005336,Layer 2/3,0.5530918776308898
1305,1306,3969.6923422411855,25189.712328767124,Layer 2/3,0.8460126266953745
517,518,7367.986221391873,24499.372956562354,Layer 2/3,0.4850629789728719
314,315,5107.422294843864,24350.123093681916,Layer 2/3,0.224688523221923
1734,1735,3809.304140885293,25528.86197049024,Layer 2/3,0.3116142932163629
740,741,3889.1585194125933,24701.362301347817,Layer 2/3,0.4779311165617948
1852,1853,10893.736074960958,25675.1304008329,Layer 2/3,0.28902246431063056
702,703,6541.094445693726,24662.312345401395,Layer 2/3,0.4736446579211783
930,931,5563.080494684314,24888.122369277502,Layer 2/3,0.5211349934733137
1986,1987,8891.83535814948,25811.46748955195,Layer 2/3,0.8699246251359192
1740,1741,4468.164799568093,25561.878391145903,Layer 2/3,0.5839310713322192
1292,1293,3828.0091491308326,25167.615965233304,Layer 2/3,0.6430530403017541
1349,1350,5609.011564407324,25229.96578862833,Layer 2/3,0.9674257052605529
